handle,tweet,if_tsunami,datetime,day,month,year,time,if_alert_worthy
Sutopo_PN,"Inilah Gunung Anak Krakatau (GAK) dari helicopter BNPB pada 13/1/2019, 12.31 WIB. Tubuh GAK telah banyak berubah. Saat ini tinggi GAK hanya 110 meter dari sebelumnya 338 meter. Jumlah letusan cenderung menurun. Status masih Siaga. Zona berbahaya 5 km dari puncak kawah.pic.twitter.com/1GYjjNvjTe",False,2019-01-12 22:13:00,12,Jan,2019,10:13 PM,0
Sutopo_PN,"Perubahan morfologi Gunung Anak Krakatau yang begitu cepat. Pascalongsor bawah laut (22/12/2018) menyebabkan kawah berada di bawah permukaan laut. Namun pada 9/1/2019 bagian barat-barat daya yang sebelumnya di bawah permukaan laut, saat ini sudah di atas permukaan laut.pic.twitter.com/ayHJbXPBTu",False,2019-01-12 19:28:00,12,Jan,2019,7:28 PM,0
Sutopo_PN,"Ucapan menyongsong tahun baru yang lupa saya kirimkan ke netizen. Bersamaan menangani tsunami Selat Sunda saat itu, saya lupa mengirimkan ini. Semoga kehidupan kita selalu menjadi lebih baik. Selalu bersyukur kepada Tuhan YMK bahwa kita mendapat begitu banyak nikmat dariNya.pic.twitter.com/0nDcuKTIl9",True,2019-01-12 18:34:00,12,Jan,2019,6:34 PM,0
Sutopo_PN,Kondisi Gunung Anak Krakatau pada 11/1/2019 yang didokumentasikan. ⁦@EarthUncutTV⁩. Warna orange kecoklatan adalah hidrosida besi (FeOH3) yang mengandung zat besi tinggi yang keluar dari kawah dan larut ke dalam air laut. Tubuh Gunung Anak Krakatau telah banyak berubah.pic.twitter.com/ZnvEVngYv5,False,2019-01-11 22:09:00,11,Jan,2019,10:09 PM,0
Sutopo_PN,"Dampak sementara puting beliung di Rancaekek Kab Bandung 11/1/2019 pukul 15.15 WIB: - 1 orang luka berat, - 15 orang luka ringan,  - 15 rumah rusak berat, - 71 rumah rusak ringan, - lebih dari 300 rumah rusak (belum diklasifikasikan).  Diperkirakan jumlah bertambah.pic.twitter.com/IqNiQ6k91f",False,2019-01-11 16:22:00,11,Jan,2019,4:22 PM,0
Sutopo_PN,"6 anak-anak tertimpa longsor saat bermain di tebing di Kampung Nyalindung Kel/Kec Cicurug Kab Sukabumi pada 10/1/2019 pukul 16.00 WIB. Dari 6 orang anak: 1 orang meninggal dunia, 3 orang luka dan 2 orang selamat. Longsor terjadi tiba-tiba.pic.twitter.com/4Yy04CWjKy",False,2019-01-10 06:08:00,10,Jan,2019,6:08 AM,0
Sutopo_PN,"Dikiranya saya sebagai Kepala BNPB. Saya hanya menjabat Kepala Pusat Data Informasi dan Humas BNPB. Banyak masyarakat yang mengira saya Ka BNPB, bahkan dikira Humas BMKG atau Humas Basarnas hehe. Apapun jabatan kita harus disyukuri. Harus bekerja dengan hati. Melayani masyarakat.",False,2019-01-08 07:19:00,8,Jan,2019,7:19 AM,0
Sutopo_PN,Presiden rencana akan melantik Kepala BNPB yang baru di Istana Negara pada 9/1/2019 pukul 09.00 WIB.  Tantangan penanggulangan bencana makin berat karena bencana meningkat.  Semoga selalu mendapatkan ridlo dari Allah SWT dalam penanggulangan bencana. https://twitter.com/Sutopo_PN/status/1082634823854829569/photo/1pic.twitter.com/SNKrn5ULPY pic.twitter.com/yQuzqVztiU,False,2019-01-08 05:54:00,8,Jan,2019,5:54 AM,0
Sutopo_PN,"Tren bencana terus meningkat di Indonesia. Penyebabnya: 1. Bencana hidrometeorologi meningkat karena terkaitnya tinggi laju lahan kritis, deforestasi, kerusakan lingkungan dll. 2. Sistem pendataan dan pelaporan bencana makin  baik.  3. Telah terbentuknya BPBD di daerah.pic.twitter.com/ItUqeb2Iuz",False,2019-01-08 01:16:00,8,Jan,2019,1:16 AM,0
Sutopo_PN,Semoga masalah penanggulangan bencana juga akan dibahas dalam debat capres cawapres 2019. Semoga KPU menempatkan prioritas ini.   Sebab bencana adalah keniscayaan bagi Bangsa Indonesia. Jutaan masyarakat tinggal di daerah rawan bencana dengan mitigasi bencana yang sangat minim.pic.twitter.com/aSjVAN1Rrp,False,2019-01-08 00:54:00,8,Jan,2019,12:54 AM,0
Sutopo_PN,"Gempa Mag: 4.8, 07-Jan-19 22:04:09 WIB, Lok: 62 Km BaratDaya KAB-TASIKMALAYA-JABAR, Kedalaman: 21 Km, dirasakan di Sukabumi, Garut, Tasikmalaya dan Ciamis II-III MMI ::BMKG  Gempa tidak merusak. Umumnya bangunan rusak jika gempa dirasakan diatas V MMI. BPBD masih memantau.pic.twitter.com/tECFyngGJ4",False,2019-01-07 07:32:00,7,Jan,2019,7:32 AM,0
Sutopo_PN,Laporan awal dari BPBD seperti itu. BPBD masih melakukan pemantauan. Akan dilaporkan jika ada perkembangan lebih lanjut.,False,2019-01-07 07:30:00,7,Jan,2019,7:30 AM,0
Sutopo_PN,"GEMPA MAG: 4.8, 07-JAN-19 22:04:09 WIB, LOK: 8.15 LS, 107.88 BT (62 KM BARATDAYA KAB-TASIKMALAYA-JABAR), KEDALAMAN: 21 KM ::BMKG.  Gempa dirasakan ringan oleh masyarakat sekitarnya. Tidak ada korban jiwa dan kerusakan. Tidak berpotensi tsunami. BPBD masih melakukan pematauan.pic.twitter.com/49Q90dTiic",True,2019-01-07 07:25:00,7,Jan,2019,7:25 AM,0
Sutopo_PN,"Masa tanggap darurat bencana longsor di Kec Cisolok Kab Sukabumi telah berakhir pada 6/1/2019. Dari 100 orang terdampak longsor : 64 orang selamat, 32 orang meninggal dunia, 1 orang hilang, dan 3 orang luka. Selanjunya memasuki transisi darurat menuju pemulihan selama 1 bulan.pic.twitter.com/7ELDo4fGst",False,2019-01-07 00:03:00,7,Jan,2019,12:03 AM,0
